EventDate,Format,Tier,PlayerCount,EventSlug,EventID,Place,Deck,Archetype,Pilot,LoginID
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,22,Boros Energy,Aggro,albybale93,1721886
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,23,Land Destruction,Control,Oscar_Franco,2114194
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,24,Domain Zoo,Midrange,ShowTime_,949859
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,25,Affinity,Aggro,LordEgg,964394
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,26,Eldrazi Tron,Ramp,strgn7,2895855
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,27,Azorius Energy,Aggro,May_Chang,2671586
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,28,Mono-Green Eldrazi,Ramp,MadMaxErnst,2726945
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,29,Sultai Reanimator,Graveyard,ShzockChan,1295787
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,30,Goryo's Vengeance,Graveyard,BaronOfBacon,1142907
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,31,Goryo's Vengeance,Graveyard,karatedom,1427366
2026-07-25,Modern,None,33,modern-showcase-qualifier,12848159,32,Boros Energy,Aggro,lilianna1989,2842847
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,1,Jeskai Energy,Aggro,TrueHero,2569009
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,2,4c HollowOne,Graveyard,_Chamytinho_,3175692
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,3,Mono-Black Midrange,Midrange,Prim3Time,3017502
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,4,Prowess,Aggro,Vrym,1760512
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,5,Prowess,Aggro,bestdraveneu,3569566
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,6,Goryo's Vengeance,Graveyard,Rvng,649380
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,7,WBRG Cosmogoyf,Unknown,Gerschi,1084298
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,8,Broodscale Combo,Combo,Iaashadow,2712707
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,9,Dimir Midrange,Midrange,Ghost11157,2690892
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,10,Grixis Reanimator,Graveyard,JPA93,1181017
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,11,Dimir Midrange,Midrange,Venom01,3535587
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,12,Boros Energy,Aggro,Croco-polarbear,3279774
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,13,Esper Blink,Blink,Watchwolf92,574591
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,14,Grixis Reanimator,Graveyard,DawsonCreep,2865556
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,15,Goryo's Vengeance,Graveyard,surgetemelo,3473231
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,16,Goryo's Vengeance,Graveyard,FranBenitez91,319589
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,17,Esper Blink,Blink,McWinSauce,803141
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,18,Azorius Control,Control,GWT,3544040
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,19,Goryo's Vengeance,Graveyard,Ryan_39,2085661
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,20,Broodscale Combo,Combo,roter_Erzengel,319713
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,21,Goryo's Vengeance,Graveyard,Kollslaw,3311758
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,22,Esper Blink,Blink,RGNKPheonix20,1995507
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,23,Neobrand,Combo,Durrrr89,882132
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,24,Belcher,Combo,Tranzmaster,2947160
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,25,Simic Ritual,Unknown,morris,1198783
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,26,Land Destruction,Control,Diomed_Tidid,3415205
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,27,Broodscale Combo,Combo,LordEgg,964394
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,28,Prowess,Aggro,PerkyT,3142768
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,29,Esper Blink,Blink,toondoslav,1712831
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,30,Esper Blink,Blink,yriel,2537131
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,31,Eldrazi Tron,Ramp,slade8283,1229112
2026-08-15,Modern,None,301,modern-rc-super-qualifier,12851608,32,Boros Energy,Aggro,Aced5,10594
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,1,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,rastaf,254536
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,2,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,TonyScapone,2391802
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,3,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Xwhale,1428769
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,4,Goryo's Vengeance,Graveyard,DskBayWolf,3220713
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,5,Devoted Combo,Combo,musasabi,1210536
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,6,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,levelerlover,449733
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,7,Belcher,Combo,E90_DeliveryBoy,3122660
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,8,Ruby Storm,Combo,Cachorrowo,2720911
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,9,Prowess,Aggro,BressD1,1940271
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,10,Broodscale Combo,Combo,komattaman,2690217
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,11,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,manohito,2908947
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,12,Prowess,Aggro,duanceyao,1727039
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,13,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Lord_Beerus,1952846
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,14,Land Destruction,Control,shindy,1237388
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,15,Esper Blink,Blink,rerere,2298957
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,16,Esper Blink,Blink,McWinSauce,803141
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,17,4c HollowOne,Graveyard,_Chamytinho_,3175692
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,18,Goryo's Vengeance,Graveyard,Slasher21,2522150
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,19,Domain Zoo,Midrange,Tetsubou,1700365
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,20,Esper Blink,Blink,DelverFofoqueiro,3095953
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,21,Goryo's Vengeance,Graveyard,pepeteam,2272105
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,22,Broodscale Combo,Combo,ls149950,1862893
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,23,Broodscale Combo,Combo,ROUTER_SMITER,2859998
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,24,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Markx_iZZ,2975418
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,25,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Ale_Mtg,2683189
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,26,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thunus,3076886
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,27,Land Destruction,Control,Diomed_Tidid,3415205
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,28,Living End,Graveyard,MeninoNey,2903591
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,29,Esper Blink,Blink,VizosMTG,3474034
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,30,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thronhart,3012164
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,31,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,RNicoF,2753736
2026-08-29,modern,None,289,modern-showcase-challenge,12853163,32,Belcher,Combo,Otifex,3149769
